Explant_Type,Plant_Species,Medium_Composition,Temperature,Humidity,Light_Intensity,Culture_Duration,Regeneration_Success_Rate
Stem,Tobacco,MS + 0.5mg/L IAA,24,69,2366,53,91
Stem,Daisy,B5 + 2mg/L BAP,26,64,4063,48,90
Leaf,Lavender,B5 + 1mg/L NAA,26,67,2199,56,89
Root,Chrysanthemum,MS + 0.5mg/L IAA,24,56,4563,51,86
Leaf,Lettuce,B5 + 0.5mg/L IAA,26,57,4686,42,86
Root,Ginger,MS + 1mg/L NAA,23,60,3797,52,78
Stem,Garlic,MS + 1mg/L NAA,23,59,2858,40,78
Stem,Sunflower,MS + 2mg/L BAP,20,66,4410,41,74
Root,Dandelion,MS + 1mg/L NAA,25,66,2600,47,84
Stem,Pepper,MS + 2mg/L BAP,26,72,2066,55,87
Root,Beetroot,MS + 1mg/L NAA,22,56,4948,43,88
Leaf,Chrysanthemum,MS + 2mg/L BAP,26,61,2132,52,81
Stem,Pepper,B5 + 1mg/L NAA,25,65,2551,46,74
Leaf,Tomato,MS + 2mg/L BAP,22,52,3431,52,91
Stem,Beetroot,B5 + 0.5mg/L IAA,26,69,4167,59,77
Root,Marigold,B5 + 2mg/L BAP,20,55,3417,52,83
Stem,Daisy,MS + 2mg/L BAP,26,53,3755,32,72
Stem,Sunflower,B5 + 2mg/L BAP,25,59,3356,50,95
Stem,Marigold,B5 + 0.5mg/L IAA,25,68,2876,48,85
Stem,Eggplant,MS + 1.5mg/L BAP,22,62,2983,58,88
Stem,Lettuce,B5 + 2mg/L BAP,24,65,3923,50,78
Leaf,Daisy,MS + 1.5mg/L BAP,21,68,4881,31,88
Leaf,Cucumber,B5 + 0.5mg/L IAA,21,52,3953,31,83
Stem,Daisy,B5 + 0.5mg/L IAA,26,58,3974,55,93
Leaf,Basil,B5 + 1mg/L NAA,20,62,2991,56,78
Leaf,Cauliflower,MS + 0.5mg/L IAA,25,57,2075,39,80
Leaf,Ginger,MS + 1.5mg/L BAP,23,72,4773,33,95
Root,Aloe,B5 + 2mg/L BAP,20,66,2819,40,79
Stem,Potato,B5 + 0.5mg/L IAA,22,63,2407,46,89
Root,Basil,MS + 1.5mg/L BAP,25,70,3550,49,92
Root,Garlic,MS + 2mg/L BAP,26,62,4028,37,93
Root,Thyme,MS + 0.5mg/L IAA,24,59,4816,36,81
Root,Tobacco,MS + 2mg/L BAP,23,71,4282,36,92
Stem,Aloe,MS + 2mg/L BAP,26,57,3970,41,89
Root,Rose,MS + 1mg/L NAA,25,75,2443,34,81
Root,Cucumber,MS + 1.5mg/L BAP,26,54,4424,57,84
Leaf,Cauliflower,B5 + 1mg/L NAA,20,50,2658,47,93
Stem,Chamomile,MS + 1.5mg/L BAP,24,56,3702,43,86
Root,Tomato,MS + 1.5mg/L BAP,26,52,2441,52,73
Root,Mint,B5 + 0.5mg/L IAA,23,65,3520,52,75
Leaf,Daisy,B5 + 0.5mg/L IAA,25,72,3159,51,84
Leaf,Basil,B5 + 1mg/L NAA,25,54,4242,42,93
Leaf,Chrysanthemum,MS + 0.5mg/L IAA,23,71,3968,30,76
Leaf,Tobacco,B5 + 2mg/L BAP,20,63,4757,33,93
Root,Chamomile,MS + 1.5mg/L BAP,23,63,2629,56,73
Root,Mint,MS + 1.5mg/L BAP,23,61,2051,37,85
Root,Beetroot,MS + 1.5mg/L BAP,21,54,2423,46,92
Stem,Oregano,B5 + 0.5mg/L IAA,21,74,2588,40,79
Stem,Pepper,B5 + 1mg/L NAA,26,66,3075,40,91
Leaf,Lettuce,MS + 1.5mg/L BAP,20,54,4722,53,93
Root,Aloe,B5 + 1mg/L NAA,26,59,2235,30,91
Stem,Oregano,MS + 1.5mg/L BAP,20,62,2567,54,95
Root,Eggplant,B5 + 0.5mg/L IAA,23,67,3535,57,74
Stem,Lavender,MS + 2mg/L BAP,26,60,3188,30,84
Stem,Garlic,MS + 1.5mg/L BAP,21,58,3380,35,93
Leaf,Eggplant,B5 + 2mg/L BAP,24,68,3315,48,73
Stem,Spinach,MS + 1mg/L NAA,25,55,2097,40,86
Leaf,Parsley,MS + 1.5mg/L BAP,20,73,4695,55,77
Root,Parsley,B5 + 0.5mg/L IAA,23,65,2236,57,74
Stem,Garlic,MS + 1.5mg/L BAP,21,71,3401,45,74
Root,Pansy,MS + 0.5mg/L IAA,26,54,3211,36,91
Root,Broccoli,MS + 2mg/L BAP,24,59,4416,55,78
Leaf,Chamomile,B5 + 0.5mg/L IAA,24,50,2128,46,70
Stem,Eggplant,B5 + 2mg/L BAP,21,51,4077,30,75
Leaf,Chrysanthemum,B5 + 0.5mg/L IAA,26,75,4948,33,76
Stem,Lavender,MS + 2mg/L BAP,26,51,2149,58,89
Leaf,Cucumber,MS + 2mg/L BAP,24,72,4727,58,76
Leaf,Parsley,MS + 1.5mg/L BAP,26,73,4308,30,82
Root,Chrysanthemum,MS + 1mg/L NAA,24,71,4400,32,91
Leaf,Aloe,B5 + 0.5mg/L IAA,20,71,4255,35,74
Root,Daisy,B5 + 0.5mg/L IAA,25,54,2855,57,85
Stem,Tobacco,MS + 0.5mg/L IAA,24,50,4326,39,82
Leaf,Marigold,MS + 1mg/L NAA,26,67,4031,55,73
Stem,Marigold,MS + 1.5mg/L BAP,24,62,3644,41,84
Leaf,Lettuce,MS + 1mg/L NAA,21,71,4584,57,83
Root,Marigold,MS + 2mg/L BAP,23,51,3876,44,78
Leaf,Tobacco,B5 + 1mg/L NAA,20,52,2970,33,92
Leaf,Chrysanthemum,MS + 0.5mg/L IAA,24,59,4131,60,70
Leaf,Broccoli,MS + 1.5mg/L BAP,21,71,4088,47,94
Stem,Basil,B5 + 0.5mg/L IAA,23,73,3959,32,91
Root,Chrysanthemum,B5 + 1mg/L NAA,25,62,2553,59,78
Leaf,Parsley,MS + 1.5mg/L BAP,22,75,3269,41,71
Leaf,Tomato,B5 + 1mg/L NAA,26,50,3546,47,78
Leaf,Cucumber,MS + 1mg/L NAA,21,60,2398,31,93
Stem,Chrysanthemum,MS + 1.5mg/L BAP,26,52,3604,42,82
Leaf,Thyme,MS + 1.5mg/L BAP,26,68,2878,53,80
Leaf,Ginger,MS + 2mg/L BAP,21,50,2054,59,91
Root,Garlic,MS + 2mg/L BAP,23,67,2828,50,81
Stem,Basil,MS + 0.5mg/L IAA,20,74,3155,55,73
Stem,Spinach,B5 + 1mg/L NAA,23,60,3018,32,72
Stem,Tobacco,MS + 0.5mg/L IAA,25,58,4155,49,75
Root,Aloe,B5 + 0.5mg/L IAA,20,56,2900,39,87
Root,Sunflower,MS + 1mg/L NAA,24,54,4749,49,82
Root,Dandelion,B5 + 1mg/L NAA,23,65,2243,48,77
Leaf,Sunflower,MS + 0.5mg/L IAA,26,53,2112,54,86
Stem,Cucumber,MS + 1.5mg/L BAP,26,62,2122,48,72
Leaf,Cauliflower,MS + 1mg/L NAA,22,70,4376,33,73
Root,Ginger,B5 + 0.5mg/L IAA,24,56,2325,36,70
Root,Daisy,MS + 1mg/L NAA,22,73,3192,59,81
Stem,Broccoli,MS + 2mg/L BAP,21,51,2915,42,70
Root,Aloe,MS + 0.5mg/L IAA,23,70,3281,50,74
Root,Parsley,B5 + 0.5mg/L IAA,24,72,2644,55,92
Stem,Cucumber,B5 + 1mg/L NAA,22,73,4519,53,95
Root,Basil,MS + 1.5mg/L BAP,21,56,3258,41,74
Stem,Parsley,MS + 0.5mg/L IAA,20,57,4533,31,87
Root,Onion,MS + 2mg/L BAP,21,60,2925,58,92
Stem,Carrot,MS + 1mg/L NAA,25,63,2072,41,89
Stem,Sunflower,B5 + 0.5mg/L IAA,25,70,4014,40,75
Stem,Aloe,B5 + 0.5mg/L IAA,24,56,4832,33,71
Stem,Cauliflower,MS + 2mg/L BAP,24,62,4924,48,85
Stem,Ginger,MS + 1mg/L NAA,25,69,3138,33,94
Leaf,Cauliflower,B5 + 1mg/L NAA,25,72,2435,51,90
Stem,Broccoli,MS + 1mg/L NAA,21,74,3792,56,79
Root,Basil,MS + 1.5mg/L BAP,20,56,4327,53,91
Stem,Chamomile,MS + 1.5mg/L BAP,25,75,4319,55,90
Leaf,Carrot,MS + 0.5mg/L IAA,26,50,4637,48,80
Root,Pansy,MS + 1mg/L NAA,21,52,3690,37,88
Leaf,Marigold,MS + 1.5mg/L BAP,22,51,3286,56,81
Stem,Pepper,B5 + 0.5mg/L IAA,22,51,3111,59,75
Root,Tobacco,MS + 1mg/L NAA,25,73,3692,48,95
Leaf,Aloe,MS + 2mg/L BAP,25,51,3587,43,86
Root,Rose,B5 + 2mg/L BAP,24,68,2625,47,92
Root,Sunflower,B5 + 0.5mg/L IAA,25,51,4097,44,74
Leaf,Basil,B5 + 1mg/L NAA,20,66,4536,32,84
Leaf,Tomato,B5 + 0.5mg/L IAA,20,69,4033,46,94
Root,Parsley,B5 + 1mg/L NAA,22,68,4839,43,83
Root,Marigold,B5 + 1mg/L NAA,22,57,2797,55,85
Stem,Parsley,B5 + 2mg/L BAP,26,52,3471,51,85
Root,Chrysanthemum,B5 + 1mg/L NAA,24,67,2408,45,95
Stem,Cucumber,B5 + 2mg/L BAP,24,64,4137,32,78
Leaf,Daisy,B5 + 1mg/L NAA,23,66,4480,45,75
Root,Pepper,B5 + 2mg/L BAP,23,53,3546,30,76
Leaf,Sunflower,B5 + 0.5mg/L IAA,20,73,2642,47,89
Root,Lavender,B5 + 1mg/L NAA,23,50,2595,30,76
Stem,Spinach,MS + 1.5mg/L BAP,24,75,3379,50,80
Root,Ginger,B5 + 0.5mg/L IAA,21,59,2635,39,92
Root,Spinach,B5 + 0.5mg/L IAA,20,67,3852,49,78
Root,Pansy,MS + 1.5mg/L BAP,24,51,3340,60,76
Root,Daisy,MS + 0.5mg/L IAA,22,55,4588,34,94
Leaf,Tomato,MS + 1.5mg/L BAP,26,66,3655,49,77
Stem,Onion,MS + 1mg/L NAA,24,70,2228,57,90
Stem,Marigold,B5 + 0.5mg/L IAA,23,57,2017,36,84
Root,Pepper,B5 + 0.5mg/L IAA,21,60,2679,52,76
Leaf,Daisy,B5 + 2mg/L BAP,20,72,2521,35,93
Stem,Onion,B5 + 0.5mg/L IAA,22,58,3023,54,95
Root,Cauliflower,B5 + 2mg/L BAP,22,52,2153,56,74
Stem,Aloe,B5 + 0.5mg/L IAA,24,60,2531,60,92
Stem,Cucumber,MS + 0.5mg/L IAA,24,67,2919,60,84
Root,Eggplant,MS + 1mg/L NAA,21,69,3175,57,86
Stem,Ginger,B5 + 0.5mg/L IAA,22,74,2159,47,76
Leaf,Sunflower,MS + 0.5mg/L IAA,21,55,3524,59,89
Leaf,Daisy,B5 + 0.5mg/L IAA,24,69,3565,52,83
Leaf,Lettuce,B5 + 2mg/L BAP,24,71,3917,60,94
Root,Dandelion,MS + 2mg/L BAP,25,51,3849,55,93
Stem,Lavender,B5 + 2mg/L BAP,26,69,2418,57,88
Root,Onion,B5 + 0.5mg/L IAA,22,73,2755,59,75
Root,Chamomile,B5 + 1mg/L NAA,25,57,3472,41,72
Leaf,Chrysanthemum,MS + 2mg/L BAP,26,51,2322,30,81
Stem,Potato,MS + 1.5mg/L BAP,21,58,4700,45,73
Stem,Dandelion,B5 + 1mg/L NAA,26,72,3511,59,71
Root,Tobacco,B5 + 1mg/L NAA,20,57,4124,59,70
Leaf,Marigold,B5 + 1mg/L NAA,25,70,4309,52,74
Leaf,Beetroot,MS + 1mg/L NAA,21,64,2178,33,82
Root,Rose,B5 + 2mg/L BAP,26,63,3074,49,70
Stem,Daisy,B5 + 1mg/L NAA,26,63,2418,43,85
Leaf,Eggplant,MS + 1mg/L NAA,25,52,4115,32,84
Root,Tobacco,B5 + 2mg/L BAP,25,57,4576,34,94
Stem,Tobacco,MS + 0.5mg/L IAA,26,74,2679,60,75
Root,Parsley,B5 + 2mg/L BAP,25,63,4076,48,72
Stem,Dandelion,B5 + 0.5mg/L IAA,20,62,2049,37,78
Root,Lavender,B5 + 0.5mg/L IAA,23,55,3379,36,76
Leaf,Basil,B5 + 1mg/L NAA,25,67,2284,56,90
Root,Garlic,MS + 1.5mg/L BAP,24,70,3690,34,90
Root,Cauliflower,B5 + 0.5mg/L IAA,20,50,3648,32,78
Stem,Pansy,MS + 1mg/L NAA,23,66,3766,54,92
Stem,Chrysanthemum,B5 + 1mg/L NAA,23,75,2177,36,86
Root,Cauliflower,B5 + 0.5mg/L IAA,24,75,4906,38,82
Leaf,Carrot,MS + 1.5mg/L BAP,26,52,4221,48,88
Stem,Potato,B5 + 0.5mg/L IAA,20,54,2470,41,91
Leaf,Tomato,MS + 2mg/L BAP,23,54,2736,35,95
Root,Marigold,B5 + 1mg/L NAA,25,71,2890,60,82
Stem,Daisy,B5 + 2mg/L BAP,23,70,4372,34,95
Stem,Cauliflower,MS + 0.5mg/L IAA,25,63,2520,31,80
Root,Lavender,B5 + 2mg/L BAP,22,66,3998,48,76
Root,Pepper,MS + 0.5mg/L IAA,25,52,4159,57,85
Root,Carrot,MS + 0.5mg/L IAA,21,61,4266,60,72
Stem,Carrot,B5 + 1mg/L NAA,25,74,3203,57,81
Stem,Parsley,MS + 1mg/L NAA,20,68,3128,54,81
Leaf,Pepper,MS + 1mg/L NAA,22,59,3990,55,85
Root,Marigold,MS + 1mg/L NAA,25,74,4600,38,77
Root,Garlic,MS + 2mg/L BAP,24,64,4515,31,73
Stem,Spinach,B5 + 1mg/L NAA,24,72,2137,51,70
Leaf,Marigold,B5 + 0.5mg/L IAA,26,58,4390,31,81
Root,Marigold,B5 + 1mg/L NAA,26,74,4280,60,75
Root,Dandelion,MS + 1.5mg/L BAP,26,64,3563,56,70
Root,Tobacco,MS + 1mg/L NAA,20,50,2793,36,87
Stem,Potato,B5 + 1mg/L NAA,20,61,3705,45,88
Leaf,Carrot,MS + 0.5mg/L IAA,23,72,2339,57,87
Root,Cauliflower,MS + 1.5mg/L BAP,25,57,3336,51,76
Leaf,Lavender,MS + 0.5mg/L IAA,26,52,2575,32,72
Root,Potato,MS + 1mg/L NAA,22,52,3940,59,87
Stem,Garlic,B5 + 1mg/L NAA,26,51,3601,59,84
Root,Chamomile,MS + 0.5mg/L IAA,24,61,4504,45,77
Leaf,Onion,B5 + 2mg/L BAP,25,71,3322,45,70
Leaf,Carrot,B5 + 1mg/L NAA,25,67,4259,41,91
Root,Lettuce,MS + 0.5mg/L IAA,21,56,3154,46,95
Leaf,Chamomile,B5 + 2mg/L BAP,26,71,3240,47,88
Root,Garlic,B5 + 1mg/L NAA,25,74,3240,41,81
Stem,Carrot,B5 + 1mg/L NAA,24,73,2636,42,71
Root,Dandelion,B5 + 2mg/L BAP,20,57,2060,34,85
Leaf,Oregano,B5 + 0.5mg/L IAA,22,50,2592,52,89
Root,Spinach,MS + 2mg/L BAP,20,69,2655,44,76
Leaf,Potato,MS + 1mg/L NAA,21,63,3063,38,77
Leaf,Mint,MS + 1mg/L NAA,23,65,4842,47,84
Root,Basil,MS + 2mg/L BAP,26,56,4274,30,84
Leaf,Daisy,MS + 2mg/L BAP,20,69,2611,42,77
Leaf,Beetroot,B5 + 2mg/L BAP,20,64,3028,42,73
Leaf,Dandelion,B5 + 1mg/L NAA,23,69,4198,33,74
Root,Chamomile,MS + 1.5mg/L BAP,20,66,4229,32,89
Stem,Lavender,MS + 1mg/L NAA,24,59,3609,52,85
Root,Pepper,MS + 2mg/L BAP,21,54,2783,59,76
Leaf,Dandelion,MS + 0.5mg/L IAA,23,53,4966,58,78
Stem,Ginger,MS + 1mg/L NAA,25,67,2288,60,72
Leaf,Mint,MS + 2mg/L BAP,22,68,3000,35,93
Leaf,Chamomile,B5 + 2mg/L BAP,20,53,3890,58,79
Stem,Basil,MS + 1.5mg/L BAP,23,73,2961,43,86
Root,Chamomile,B5 + 2mg/L BAP,20,59,3892,55,80
Root,Cucumber,MS + 2mg/L BAP,21,54,2314,53,71
Root,Potato,MS + 1.5mg/L BAP,20,71,3229,34,94
Stem,Oregano,B5 + 0.5mg/L IAA,24,63,3503,53,75
Stem,Broccoli,B5 + 0.5mg/L IAA,25,69,2170,31,91
Stem,Eggplant,B5 + 2mg/L BAP,24,57,2927,50,92
Root,Chamomile,B5 + 1mg/L NAA,20,65,2301,37,84
Stem,Onion,B5 + 0.5mg/L IAA,24,63,2450,59,91
Leaf,Onion,MS + 1mg/L NAA,25,73,4183,31,81
Stem,Tobacco,B5 + 0.5mg/L IAA,26,61,2129,42,89
Leaf,Chrysanthemum,MS + 0.5mg/L IAA,26,70,4848,48,90
Leaf,Rose,MS + 0.5mg/L IAA,20,50,2624,56,92
Stem,Mint,B5 + 2mg/L BAP,23,74,3557,41,70
Stem,Mint,MS + 1.5mg/L BAP,21,73,4781,60,86
Leaf,Garlic,B5 + 0.5mg/L IAA,23,53,3559,32,74
Root,Lettuce,B5 + 0.5mg/L IAA,21,62,4585,43,83
Stem,Cauliflower,MS + 1.5mg/L BAP,24,75,4405,40,87
Stem,Beetroot,B5 + 2mg/L BAP,21,65,2498,45,92
Stem,Potato,B5 + 1mg/L NAA,24,63,3079,51,70
Leaf,Thyme,MS + 1mg/L NAA,23,65,2497,32,70
Leaf,Mint,B5 + 2mg/L BAP,24,72,4475,35,89
Stem,Chrysanthemum,B5 + 2mg/L BAP,21,53,3018,33,71
Stem,Cucumber,MS + 1mg/L NAA,25,66,4742,33,85
Leaf,Oregano,MS + 2mg/L BAP,26,65,4350,47,74
Leaf,Cauliflower,MS + 1mg/L NAA,26,65,3674,43,75
Stem,Daisy,MS + 2mg/L BAP,22,62,2026,31,70
Root,Dandelion,MS + 2mg/L BAP,26,54,3569,56,87
Root,Basil,B5 + 0.5mg/L IAA,22,71,2349,50,90
Leaf,Parsley,B5 + 0.5mg/L IAA,26,66,2100,32,90
Stem,Cucumber,B5 + 1mg/L NAA,24,67,3080,47,85
Stem,Garlic,MS + 1.5mg/L BAP,22,75,3860,32,72
Leaf,Cucumber,B5 + 2mg/L BAP,26,56,2378,58,75
Root,Broccoli,B5 + 0.5mg/L IAA,20,63,4053,33,94
Stem,Tobacco,MS + 1.5mg/L BAP,25,57,4325,51,73
Leaf,Aloe,MS + 2mg/L BAP,26,63,2508,53,86
Root,Sunflower,MS + 1mg/L NAA,20,67,2417,34,88
Leaf,Carrot,MS + 0.5mg/L IAA,23,66,4376,57,94
Root,Oregano,B5 + 1mg/L NAA,21,71,4521,51,78
Leaf,Dandelion,MS + 1mg/L NAA,24,71,2512,52,81
Root,Rose,B5 + 1mg/L NAA,24,61,3291,50,75
Stem,Oregano,MS + 2mg/L BAP,25,50,3549,54,77
Leaf,Chamomile,B5 + 2mg/L BAP,24,52,4694,37,89
Leaf,Marigold,MS + 2mg/L BAP,22,73,4771,57,90
Leaf,Rose,MS + 1mg/L NAA,24,70,4454,51,92
Root,Pansy,MS + 0.5mg/L IAA,21,62,2585,49,80
Leaf,Cauliflower,B5 + 2mg/L BAP,25,74,3244,57,88
Leaf,Pansy,B5 + 0.5mg/L IAA,25,75,4974,49,83
Stem,Potato,MS + 2mg/L BAP,23,70,3991,59,94
Stem,Beetroot,MS + 1mg/L NAA,25,55,3676,37,71
Stem,Ginger,B5 + 2mg/L BAP,22,64,4294,36,74
Leaf,Thyme,MS + 2mg/L BAP,20,62,4261,31,77
Root,Pansy,MS + 1mg/L NAA,20,55,4740,35,76
Root,Garlic,MS + 0.5mg/L IAA,23,68,2865,40,72
Stem,Carrot,B5 + 2mg/L BAP,24,55,3185,41,80
Leaf,Daisy,MS + 1.5mg/L BAP,20,55,2259,48,95
Leaf,Daisy,B5 + 0.5mg/L IAA,23,63,2185,57,89
Leaf,Onion,B5 + 2mg/L BAP,24,63,2902,53,94
Root,Tobacco,MS + 1.5mg/L BAP,25,63,3072,46,89
Root,Cauliflower,B5 + 2mg/L BAP,20,64,2321,54,86
Stem,Pansy,B5 + 0.5mg/L IAA,25,66,3150,45,93
Leaf,Lavender,B5 + 1mg/L NAA,24,72,2381,48,84
Root,Parsley,MS + 0.5mg/L IAA,23,66,2811,53,81
Leaf,Aloe,B5 + 1mg/L NAA,26,50,2285,59,73
Stem,Onion,MS + 1.5mg/L BAP,20,68,4112,34,84
Leaf,Carrot,MS + 1mg/L NAA,21,72,2424,31,81
Root,Pepper,B5 + 0.5mg/L IAA,26,72,2454,43,84
Leaf,Pepper,B5 + 1mg/L NAA,23,56,4303,55,95
Root,Pepper,B5 + 0.5mg/L IAA,23,64,4594,34,89
Stem,Mint,MS + 0.5mg/L IAA,23,70,2424,37,70
Root,Eggplant,MS + 0.5mg/L IAA,21,62,3278,33,76
Leaf,Carrot,B5 + 2mg/L BAP,20,52,2039,55,75
Stem,Pansy,MS + 1.5mg/L BAP,24,62,3400,39,76
Root,Cucumber,MS + 2mg/L BAP,20,60,2351,56,70
Leaf,Pansy,B5 + 1mg/L NAA,24,55,4856,51,87
Root,Spinach,MS + 1.5mg/L BAP,21,55,4883,40,86
Leaf,Broccoli,B5 + 2mg/L BAP,26,67,2948,49,87
Stem,Thyme,MS + 2mg/L BAP,20,70,2641,43,71
Leaf,Pansy,B5 + 1mg/L NAA,21,69,3289,47,95
Root,Beetroot,B5 + 1mg/L NAA,24,71,4605,51,83
Leaf,Pepper,MS + 1mg/L NAA,20,72,2474,52,70
Root,Broccoli,MS + 2mg/L BAP,23,67,3822,46,89
Leaf,Pansy,B5 + 0.5mg/L IAA,20,69,4405,52,79
Stem,Cauliflower,MS + 0.5mg/L IAA,25,50,4738,49,72
Stem,Tomato,B5 + 0.5mg/L IAA,26,64,2009,57,84
Leaf,Mint,B5 + 1mg/L NAA,26,59,3268,56,80
Stem,Aloe,B5 + 0.5mg/L IAA,21,68,3277,33,70
Root,Pansy,MS + 1mg/L NAA,23,68,3844,57,75
Leaf,Carrot,B5 + 0.5mg/L IAA,21,57,2157,30,95
Root,Mint,MS + 0.5mg/L IAA,25,75,4057,58,93
Root,Tobacco,B5 + 0.5mg/L IAA,22,60,3479,48,78
Leaf,Pepper,MS + 1.5mg/L BAP,22,68,3696,52,73
Leaf,Dandelion,MS + 1.5mg/L BAP,22,67,2005,42,77
Stem,Chrysanthemum,MS + 1mg/L NAA,21,53,4345,50,70
Leaf,Pansy,MS + 2mg/L BAP,22,54,3125,33,71
Root,Beetroot,MS + 2mg/L BAP,26,60,2195,48,84
Leaf,Parsley,MS + 1mg/L NAA,24,60,3582,54,86
Root,Tomato,B5 + 1mg/L NAA,23,69,3856,42,90
Stem,Carrot,B5 + 1mg/L NAA,25,65,2409,57,87
Stem,Garlic,B5 + 0.5mg/L IAA,25,65,3212,47,83
Root,Beetroot,MS + 2mg/L BAP,21,64,4705,31,85
Root,Tobacco,MS + 1mg/L NAA,25,54,4061,60,90
Stem,Cauliflower,B5 + 0.5mg/L IAA,22,63,3879,39,81
Stem,Tomato,MS + 1mg/L NAA,22,60,4156,41,86
Leaf,Eggplant,MS + 1mg/L NAA,24,69,2871,30,92
Root,Daisy,B5 + 2mg/L BAP,25,65,2283,41,95
Root,Basil,MS + 1.5mg/L BAP,26,62,2089,35,85
Leaf,Eggplant,MS + 1mg/L NAA,23,59,2810,32,80
Stem,Marigold,MS + 0.5mg/L IAA,20,50,2428,32,80
Leaf,Lavender,MS + 0.5mg/L IAA,20,67,3075,34,91
Stem,Parsley,MS + 1mg/L NAA,21,56,3448,54,87
Leaf,Spinach,MS + 2mg/L BAP,20,67,3596,31,80
Leaf,Cucumber,B5 + 2mg/L BAP,25,61,3113,56,70
Stem,Mint,MS + 1mg/L NAA,25,73,3289,36,88
Leaf,Rose,MS + 1mg/L NAA,22,67,3940,55,80
Stem,Aloe,B5 + 0.5mg/L IAA,26,50,2512,43,88
Leaf,Ginger,MS + 1.5mg/L BAP,25,60,2624,30,94
Stem,Broccoli,B5 + 0.5mg/L IAA,25,50,3874,46,73
Leaf,Cauliflower,MS + 1mg/L NAA,21,52,3343,33,79
Stem,Tomato,B5 + 0.5mg/L IAA,22,72,4709,42,80
Root,Pepper,MS + 1.5mg/L BAP,21,59,3934,55,71
Root,Pepper,MS + 1mg/L NAA,25,53,4456,38,79
Root,Mint,MS + 0.5mg/L IAA,22,74,3100,54,89
Leaf,Carrot,MS + 2mg/L BAP,21,64,2223,33,84
Root,Chrysanthemum,MS + 2mg/L BAP,23,53,3863,60,75
Leaf,Parsley,B5 + 0.5mg/L IAA,24,74,4972,52,77
Root,Aloe,MS + 1mg/L NAA,20,62,3096,58,82
Root,Lettuce,MS + 0.5mg/L IAA,24,60,2111,47,83
Stem,Lettuce,MS + 1.5mg/L BAP,20,65,2911,54,89
Root,Onion,MS + 0.5mg/L IAA,21,67,2879,30,79
Root,Ginger,B5 + 1mg/L NAA,21,68,3842,38,91
Root,Potato,MS + 1.5mg/L BAP,23,56,3087,38,82
Root,Oregano,B5 + 1mg/L NAA,22,68,3057,53,74
Root,Beetroot,MS + 0.5mg/L IAA,21,52,4532,55,84
Root,Dandelion,MS + 0.5mg/L IAA,20,54,4569,55,75
Stem,Ginger,MS + 0.5mg/L IAA,21,68,4378,43,86
Root,Spinach,B5 + 2mg/L BAP,24,61,4512,56,83
Root,Potato,MS + 0.5mg/L IAA,22,62,4151,31,80
Leaf,Cucumber,MS + 1.5mg/L BAP,24,61,3842,58,73
Stem,Dandelion,B5 + 2mg/L BAP,23,75,2015,47,87
Stem,Cauliflower,B5 + 2mg/L BAP,23,52,4475,52,73
Leaf,Lettuce,B5 + 1mg/L NAA,26,67,2940,32,79
Stem,Lavender,B5 + 2mg/L BAP,26,67,3011,52,94
Leaf,Potato,MS + 2mg/L BAP,25,64,4492,49,92
Stem,Marigold,MS + 2mg/L BAP,20,52,2436,45,74
Root,Tomato,B5 + 1mg/L NAA,21,70,4900,59,71
Stem,Basil,B5 + 2mg/L BAP,24,53,2936,33,79
Stem,Onion,MS + 0.5mg/L IAA,23,59,3610,38,95
Stem,Lettuce,B5 + 0.5mg/L IAA,25,66,4518,31,77
Stem,Potato,MS + 0.5mg/L IAA,26,63,3183,55,90
Leaf,Eggplant,MS + 0.5mg/L IAA,23,51,2364,54,87
Stem,Mint,MS + 1mg/L NAA,20,51,2761,47,78
Leaf,Pepper,B5 + 1mg/L NAA,21,70,4580,56,94
Stem,Parsley,B5 + 2mg/L BAP,26,61,3656,37,91
Leaf,Onion,B5 + 0.5mg/L IAA,22,74,3230,38,80
Stem,Marigold,MS + 1.5mg/L BAP,21,51,2290,43,71
Root,Tomato,B5 + 2mg/L BAP,23,50,2017,48,91
Stem,Cauliflower,B5 + 1mg/L NAA,22,72,3578,40,92
Root,Rose,MS + 2mg/L BAP,21,69,2069,38,78
Stem,Aloe,MS + 1mg/L NAA,26,55,2918,38,82
Stem,Tomato,B5 + 2mg/L BAP,26,58,2687,48,74
Stem,Pansy,MS + 0.5mg/L IAA,25,58,3747,58,73
Stem,Cucumber,MS + 2mg/L BAP,22,69,3846,41,85
Root,Chrysanthemum,MS + 0.5mg/L IAA,20,72,3436,30,82
Root,Mint,MS + 0.5mg/L IAA,22,70,2957,56,78
Leaf,Oregano,MS + 1.5mg/L BAP,22,55,2267,42,91
Root,Sunflower,MS + 1.5mg/L BAP,21,66,4878,30,76
Leaf,Rose,B5 + 0.5mg/L IAA,25,64,4645,48,79
Leaf,Parsley,MS + 2mg/L BAP,26,67,4279,51,89
Leaf,Lavender,MS + 1.5mg/L BAP,23,65,2186,55,76
Stem,Beetroot,B5 + 0.5mg/L IAA,22,61,3424,57,88
Root,Pansy,MS + 1mg/L NAA,24,70,4002,53,79
Root,Beetroot,MS + 2mg/L BAP,26,64,3624,40,73
Root,Carrot,B5 + 0.5mg/L IAA,20,51,2988,56,83
Root,Tobacco,MS + 1mg/L NAA,25,70,2358,59,95
Leaf,Marigold,B5 + 2mg/L BAP,24,57,4807,59,92
